Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Italy,ITA,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.1,21.4,20.7,20,18.7,18.5,18,18.7,18.4,16.7,14.7,14.8,14.4,14.3,14.1,14.1,13.8,..,..
Jamaica,JAM,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.3,15.4,11.8,9.4,8.7,7.9,5.3,5.2,7.2,6.7,6.4,4.9,5,4.3,4.8,4.4,4.2,..,..
Japan,JPN,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.5,7.5,7.5,7.5,7.5,7.5,7.5,..,..
Jordan,JOR,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,104.1,102.1,85.5,73,23.8,32.9,28.2,25.4,21.7,21.5,20.5,19.7,19,20.6,24.2,23.9,23.3,..,..
Kazakhstan,KAZ,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.9,12.1,9.9,7,7.6,5.2,4.8,1,0.8,0.7,0.6,0.5,0.5,0.3,0.3,0.3,0.2,..,..
Kenya,KEN,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.6,53.7,61.6,58.8,58.1,49.2,52.8,55.2,53.5,47.5,44.5,54.1,43.6,28.2,26.3,24.9,22.4,..,..
Kiribati,KIR,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.6,36.3,40.3,53.8,58.3,63.6,45.7,47.1,46.4,46.6,47.1,44.4,46,36.3,40.2,36.1,34.9,..,..
"Korea, Dem. People's Rep.",PRK,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.4,15.7,15.7,18.2,17.1,16.9,14.7,14.7,14.6,14.6,14.6,14.5,14.5,14.6,14.6,14.6,14.6,..,..
Kosovo,XKX,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.4,28.7,26.7,23,22.1,1.2,1.1,1.1,1,1,1.4,..,..
Kuwait,KWT,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,2.4,2.2,1.6,1.6,1.3,1,1.3,1.2,1.1,1.2,2,2.3,2.8,1.7,2,1.7,..,..
Kyrgyz Republic,KGZ,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.5,11.5,10.4,10.7,9.7,7.4,5.2,3.7,3.5,2.8,2.7,2.3,2.1,2.2,2.1,1.9,1.4,..,..
Lao PDR,LAO,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.1,31.2,25.6,23.2,21.6,17.5,14.5,13.3,10.9,10.1,12.4,10.6,9.9,9.2,7,6.6,4.6,..,..
Latvia,LVA,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.1,9.3,4.2,3.5,3,2.3,2.1,1.5,2.6,2.3,1.9,4.3,1.8,1.7,1.7,1.7,1.5,..,..
Lebanon,LBN,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,130.1,129.5,108.7,91.2,94.5,87.8,78.5,75.3,67.3,35.5,35.1,33.6,34.2,40.6,42,40,42.3,..,..
Lesotho,LSO,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.2,59.7,41.8,40,37.5,37.9,27,26,24.9,13,11.4,9.4,9.3,8.1,7.7,7.1,6.1,..,..
Liberia,LBR,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,563.9,489.6,100.2,85.6,88.3,68.4,52.7,19.1,17.4,16.8,16.7,15.7,12.6,6.3,..,..
Libya,LBY,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.7,19.1,19.9,26.9,31.2,30.3,23,24.6,..,..
Liechtenstein,LIE,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.2,2.2,..,..
Lithuania,LTU,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,3.7,3.3,2.8,3,2.7,2.4,2.8,2.8,1.1,0.9,0.2,0.6,0.6,0.6,0.5,0.5,..,..
Luxembourg,LUX,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.9,10.8,6.5,1.8,2.1,1.9,1.9,1.9,2,2,1.7,1.7,1.7,1.6,..,..
"Macao SAR, China",MAC,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,253.3,249.1,175.1,81.5,71.3,62.6,46.2,54.3,49.4,47.4,47,44.8,43.7,40.4,35.7,33,30.2,..,..
Malawi,MWI,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,116.2,140.8,139.6,215.7,188.7,125.9,108,108.4,90.9,140.5,120.1,106.6,84.6,42.2,44.6,38.6,32.6,..,..
Malaysia,MYS,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.1,32,26.6,25.1,23.1,18.9,15.6,17.5,16.4,15.1,7.6,7.2,6.7,13.7,12.7,11.6,11.1,..,..
Maldives,MDV,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,12.3,14,14,13.4,11.5,10,9.4,8.9,6,6.2,6.2,4.9,5.2,4.7,4,4.1,..,..
Mali,MLI,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,204.3,187.4,190.7,201.9,115.2,103.2,86.9,79.7,90.5,86.2,76.7,78.1,71.3,61,58.4,56.8,55.1,..,..
Malta,MLT,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,11.6,15.3,14.6,14.1,12.3,7.4,7.1,6.7,..,..
Marshall Islands,MHL,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.9,20.2,22.4,18.6,17.7,17.4,16.2,17.6,17.7,13.5,12.4,12.8,12.7,12.5,11.9,12.2,12.9,..,..
Mauritania,MRT,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141.4,140.8,143.6,121.6,83.9,56.4,58.9,56,48.3,47.6,46.1,20.8,19.4,19.4,19.3,16.2,15.8,..,..
Mauritius,MUS,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.6,8.8,8,5.4,5,4.1,3.8,3.6,3.3,3.6,2.1,2,1.8,1,0.9,0.8,..,..
Mexico,MEX,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.6,18.8,18.1,17.8,17,16.2,15.2,..,..
"Micronesia, Fed. Sts.",FSM,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.5,134.1,127.6,135.9,137,137.5,135.7,137.8,139,139.8,141,141.2,141.1,140.4,141.7,141.7,141.4,..,..
Moldova,MDA,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.5,18.6,14.6,13.3,11.5,8.9,7,7.9,6.5,5.7,5.4,4.6,4.3,6.2,5.6,5,4,..,..
Monaco,MCO,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.1,12.5,9.6,7.9,6.6,4,3,3.2,2.9,2.4,1.5,1.2,1.5,1.5,1.4,1.3,1.2,..,..
Montenegro,MNE,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.9,6.5,4.6,2.8,2.1,2,1.7,1.7,1.8,1.6,1.5,1.5,1.3,1.2,..,..
Morocco,MAR,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.6,13.7,13.4,12.7,13.6,12,10.8,10.3,10,9.6,9.5,9.2,9.1,7.9,8,3.7,3.6,..,..
Mozambique,MOZ,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112.1,95.8,95,85.7,61.9,66.8,56.8,56.9,48.3,52.8,50.2,46.1,57.8,64.6,92.9,120.5,106.9,..,..
Myanmar,MMR,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,157.7,148.6,139.6,98,41.1,40.1,24.8,13.3,..,..
Namibia,NAM,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.2,19.3,18.8,18,22.3,22.1,20.4,18.5,17.2,18.5,14.7,13.1,11.1,11.5,11.4,10,8.9,..,..
Nauru,NRU,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78,74.1,69.9,78.5,73.9,60.2,53.6,46.6,37.4,33,34.6,32.2,28.4,26.1,27.4,24.4,20.2,..,..
Netherlands,NLD,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.3,13.2,13,7.2,6,5.9,5.6,5.7,5.5,5.1,5.2,5,4.6,4.5,4.4,4.2,4,..,..
New Caledonia,NCL,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,0.2,0.2,0.2,0.1,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.2,..,..
Nicaragua,NIC,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,160.3,156.2,139.7,123.6,113.7,115.2,106.1,111.9,107.9,100.6,77,73.9,72.2,68,65.4,63.6,65.7,..,..
Niger,NER,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,450.9,444.8,465.4,416.8,174.8,170.1,118.7,118.6,114.4,112.8,80.1,76.7,67.8,32.4,8.3,8.1,7.9,..,..
Nigeria,NGA,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.7,33.4,31.2,31.3,29.2,27.6,26.1,..,..
North Macedonia,MKD,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,10.6,10.4,6.6,5.9,3.1,1.9,1.9,1.8,1.7,1.8,0.2,0.2,0.1,3.4,3.3,3.1,..,..
Northern Mariana Islands,MNP,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5,2.9,2.7,2.5,2.3,2.1,1.9,1.8,1.8,1.7,1.6,0.9,0.9,0.9,0.9,0.9,0.8,..,..
Oman,OMN,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.1,5.1,5,4.6,4.4,3.8,2.2,3.4,3.2,2.7,2.5,2.5,3.3,4.1,3.2,3.3,3.1,..,..
Pakistan,PAK,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.3,14.9,14.3,12.8,7.9,6.8,6.7,..,..
Palau,PLW,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.5,4.3,4.7,5.1,4.7,4.6,4.1,5.7,5.8,5.2,3.8,3.3,3.3,2.9,2.9,2.9,2.2,..,..
Panama,PAN,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.9,14.6,14.4,13.9,13,11.5,10.1,10.2,9.8,9.3,7.6,6.9,6.7,6.6,6.5,6.1,5.8,..,..
Papua New Guinea,PNG,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.8,28.2,27.7,23.8,24.2,21.7,18.9,27,23.8,20.7,19.9,19.4,17.3,15.6,20.3,20.5,18.6,..,..
Paraguay,PRY,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,146.7,117.4,111.5,104.9,49.8,66.1,62.6,64,60.5,60.6,60.1,57.4,58,58.1,58.2,58.4,52.2,..,..
Peru,PER,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.4,36.4,38.5,31,28.2,25.1,16.3,16.7,17.1,15.1,14.4,13.5,9.7,7.4,7.5,7.5,9.4,..,..
Philippines,PHL,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.1,34,33.2,30.9,32.5,30.4,28.8,29.7,26.1,25.6,24.7,21.3,20.5,19.9,19.7,24,23.3,..,..
Poland,POL,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.3,20.8,19.9,19.2,18.9,17.5,16.7,16.3,16,13.2,13.1,12.9,12.2,12.1,12,11.8,11.6,..,..
Portugal,PRT,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,13.5,13.4,7.9,6.7,6.5,6.4,6.5,2.3,2.3,2.4,2.3,2.2,2.1,2.1,2,1.9,..,..
Puerto Rico,PRI,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.2,2.2,2.2,1.8,1.7,1.7,1.6,1.6,1.4,1.4,1.4,1.3,1.3,1.3,0.8,1.3,1.2,..,..
Qatar,QAT,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.7,5.7,4.6,7.1,6.1,4.8,5.1,5.1,5.1,5.8,6.3,6.7,6.3,..,..
Romania,ROU,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.9,7.4,5.3,4.6,4.8,3.6,2.9,2.8,3.1,2.9,2.5,2.2,2.1,2,0.4,0.4,0.3,..,..
Russian Federation,RUS,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5,1.4,1.4,1.2,1.1,1.1,1,..,..
Rwanda,RWA,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,235.3,223.6,200.1,188.3,171.5,108.9,10.1,8.8,4.7,30.2,30.8,59.8,55,48.5,44.6,24.7,0,..,..
Samoa,WSM,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.3,48.7,46.4,45.5,41.3,39.8,9.9,9.8,9.7,9.5,9.6,9.4,8,7.7,7.3,7.2,6.9,..,..
