,Code,Year,Deaths,LifeExpectancy,GenderInequality,GDP ,Fertility,tertiary_education
14560,KWT,1955,,52.2,,,6.9933,
14561,KWT,1956,,53.0,,,7.0355,
14562,KWT,1957,,53.9,,,7.0686,
14563,KWT,1958,,54.7,,,7.1066,
14564,KWT,1959,,55.7,,,7.1283,
14565,KWT,1960,,56.9,,,7.1617,
14566,KWT,1961,,58.0,,,7.2108,
14567,KWT,1962,,59.1,,653000000.0,7.2524,
14568,KWT,1963,,60.2,,679000000.0,7.2955,
14569,KWT,2021,,78.7,0.305,,2.1096,
14570,KGZ,1950,,52.5,,,4.5504,
14571,KGZ,1951,,52.6,,,4.5617,
14572,KGZ,1952,,52.9,,,4.644,
14573,KGZ,1953,,53.1,,,4.7011,
14574,KGZ,1954,,53.4,,,4.7562,
14575,KGZ,1955,,53.7,,,4.8214,
14576,KGZ,1956,,54.0,,,4.8724,
14577,KGZ,1957,,54.3,,,5.0036,
14578,KGZ,1958,,54.5,,,5.1718,
14579,KGZ,1959,,54.9,,,5.273,
14580,KGZ,1960,,55.2,,,5.3756,
14581,KGZ,1961,,55.4,,,5.4342,
14582,KGZ,1962,,55.8,,,5.4844,
14583,KGZ,1963,,56.1,,,5.5098,
14584,KGZ,1964,,56.3,,,5.4654,
14585,KGZ,1965,,56.6,,,5.4115,
14586,KGZ,1966,,57.0,,,5.3007,
14587,KGZ,1967,,57.2,,,5.2007,
14588,KGZ,1968,,57.5,,,5.0884,
14589,KGZ,1969,,57.8,,,5.0424,
14590,KGZ,1970,,58.2,,,5.0099,4.42
14591,KGZ,1971,,58.5,,,4.971,
14592,KGZ,1972,,58.8,,,4.9623,
14593,KGZ,1973,,59.2,,,4.8466,
14594,KGZ,1974,,59.5,,,4.7257,
14595,KGZ,1975,,59.7,,,4.6572,4.93
14596,KGZ,1976,,59.9,,,4.6138,
14597,KGZ,1977,,60.2,,,4.577,
14598,KGZ,1978,,60.6,,,4.4938,
14599,KGZ,1979,,61.0,,,4.3736,
14600,KGZ,2021,,70.0,0.37,,2.9912,
14601,LAO,1950,,38.7,,,6.2483,
14602,LAO,1951,,38.7,,,6.2332,
14603,LAO,1952,,39.0,,,6.2433,
14604,LAO,1953,,39.4,,,6.2535,
14605,LAO,1954,,39.7,,,6.2454,
14606,LAO,1955,,40.0,,,6.2577,
14607,LAO,1956,,40.3,,,6.2695,
14608,LAO,1957,,40.5,,,6.2682,
14609,LAO,1958,,40.8,,,6.2784,
14610,LAO,1959,,40.4,,,6.2887,
14611,LAO,1960,,40.8,,,6.2918,
14612,LAO,1961,,41.1,,,6.3097,
14613,LAO,1962,,42.0,,,6.3128,
14614,LAO,1963,,41.3,,,6.3182,
14615,LAO,1964,,41.6,,,6.3126,
14616,LAO,1965,,42.1,,,6.3161,
14617,LAO,1966,,42.1,,,6.3068,
14618,LAO,1967,,42.6,,,6.3062,
14619,LAO,1968,,43.0,,,6.2979,
14620,LAO,1969,,43.2,,68750056.0,6.3007,
14621,LAO,1970,,43.6,,75791728.0,6.3102,0.58
14622,LAO,1971,,44.0,,81649800.0,6.2953,
14623,LAO,1972,,44.2,,86083848.0,6.284,
14624,LAO,1973,,44.5,,91716024.0,6.2813,
14625,LAO,1974,,45.5,,106939000.0,6.2887,
14626,LAO,1975,,45.9,,,6.2873,0.83
14627,LAO,1976,,45.6,,,6.2892,
14628,LAO,1977,,46.0,,166248880.0,6.2925,
14629,LAO,1978,,46.2,,,6.2978,
14630,LAO,1979,,47.0,,,6.3139,
14631,LAO,1980,,48.1,,,6.3317,1.15
14632,LAO,1981,,48.7,,,6.3503,
14633,LAO,1982,,49.4,,183183040.0,6.369,
14634,LAO,2021,,68.1,0.478,,2.4961,
14635,LVA,1896,,44.95,,,,
14636,LVA,1924,,53.7,,,,
14637,LVA,1935,,58.08,,,,
14638,LVA,1950,,68.6,,,2.0909,
14639,LVA,1951,,68.8,,,2.0424,
14640,LVA,1952,,68.9,,,1.9874,
14641,LVA,1953,,68.9,,,1.8921,
14642,LVA,1954,,69.2,,,1.9728,
14643,LVA,1955,,69.3,,,1.9281,
14644,LVA,1956,,69.4,,,1.876,
14645,LVA,1957,,69.7,,,1.9021,
14646,LVA,1958,,69.6,,,1.9467,
14647,LVA,1959,,69.9,,,1.932,
14648,LVA,1960,,70.7,,,1.9487,
14649,LVA,1961,,70.7,,,1.9541,
14650,LVA,1962,,69.7,,,1.9217,
14651,LVA,1963,,70.5,,,1.8702,
14652,LVA,1964,,71.6,,,1.8098,
14653,LVA,1965,,70.9,,,1.7404,
14654,LVA,1966,,70.9,,,1.7874,
14655,LVA,1967,,70.6,,,1.8413,
14656,LVA,1968,,70.4,,,1.8966,
14657,LVA,1969,,70.0,,,1.9359,
14658,LVA,1970,,70.0,,,2.009,4.8
14659,LVA,1971,,70.3,,,2.0387,
14660,LVA,1972,,70.1,,,2.0245,
14661,LVA,1973,,69.8,,,1.9674,
14662,LVA,1974,,70.0,,,1.9907,
14663,LVA,1975,,69.2,,,1.9631,5.41
14664,LVA,1976,,69.2,,,1.9267,
14665,LVA,1977,,69.2,,,1.8851,
14666,LVA,1978,,69.1,,,1.8655,
14667,LVA,1979,,68.8,,,1.8708,
14668,LVA,1980,,68.9,,,1.8965,6.05
14669,LVA,1981,,69.0,,,1.9018,
14670,LVA,1982,,69.7,,,1.9827,
14671,LVA,1983,,69.3,,,2.1236,
14672,LVA,2021,,73.6,0.151,,1.5827,
14673,LBN,1950,,61.0,,66442888.0,5.8092,
14674,LBN,1951,,61.4,,73025032.0,5.8014,
14675,LBN,1952,,61.7,,80200032.0,5.8022,
14676,LBN,1953,,62.2,,87946464.0,5.8032,
14677,LBN,1954,,62.6,,95817904.0,5.8049,
14678,LBN,1955,,62.4,,104839328.0,5.8072,
14679,LBN,1956,,63.4,,112892904.0,5.8047,
14680,LBN,1957,,63.9,,125267920.0,5.8096,
14681,LBN,1958,,62.1,,135607200.0,5.8045,
14682,LBN,1959,,64.6,,171710800.0,5.8181,
14683,LBN,1960,,64.8,,211560800.0,5.8179,
14684,LBN,2021,,75.0,0.432,,2.0912,
14685,LSO,1950,,44.8,,,5.7008,
14686,LSO,1951,,45.2,,,5.7312,
14687,LSO,1952,,45.8,,,5.7478,
14688,LSO,1953,,46.6,,,5.76,
14689,LSO,1954,,47.4,,,5.8108,
14690,LSO,1955,,48.1,,,5.8115,
14691,LSO,1956,,48.8,,,5.806,
14692,LSO,1957,,49.4,,,5.8014,
14693,LSO,1958,,49.9,,,5.8057,
14694,LSO,1959,,50.1,,,5.8054,
14695,LSO,2021,,53.1,0.557,,3.0176,
14696,LBR,1950,,38.5,,27321440.0,6.0012,
14697,LBR,1951,,38.6,,28892870.0,6.0429,
14698,LBR,1952,,38.7,,30500014.0,6.0874,
14699,LBR,1953,,38.8,,32107158.0,6.1243,
14700,LBR,1954,,39.0,,33500014.0,6.1609,
14701,LBR,1955,,38.8,,35178588.0,6.1913,
14702,LBR,1956,,38.8,,36928588.0,6.2379,
14703,LBR,1957,,38.7,,38678588.0,6.2805,
14704,LBR,1958,,38.5,,40500016.0,6.3059,
14705,LBR,1959,,38.4,,44928592.0,6.3529,
14706,LBR,1960,,38.3,,49500020.0,6.391,
14707,LBR,1961,,38.3,,65686064.0,6.4457,
14708,LBR,2021,,60.7,0.648,,4.0885,
14709,LBY,1950,,33.6,,,6.9256,
14710,LBY,1951,,33.5,,,6.9362,
14711,LBY,1952,,33.3,,,6.9509,
14712,LBY,1953,,33.5,,,7.0285,
14713,LBY,1954,,33.8,,,7.078,
14714,LBY,1955,,34.3,,,7.1356,
14715,LBY,1956,,35.1,,,7.1973,
14716,LBY,1957,,36.1,,,7.2549,
14717,LBY,1958,,37.3,,,7.3049,
14718,LBY,1959,,38.7,,,7.3291,
14719,LBY,1960,,40.3,,125000000.0,7.3731,
14720,LBY,1961,,42.1,,138000000.0,7.4462,
14721,LBY,1962,,43.8,,192000000.0,7.5512,
14722,LBY,1963,,45.3,,277000000.0,7.6973,
14723,LBY,2021,,71.9,0.259,,2.4624,
14724,LIE,1950,,62.3,,,2.6859,
14725,LIE,1951,,62.0,,,2.6526,
14726,LIE,1952,,57.2,,,2.6291,
14727,LIE,1953,,55.8,,,2.6198,
14728,LIE,1954,,54.1,,,2.6147,
14729,LIE,1955,,60.3,,,2.6133,
14730,LIE,1956,,57.3,,,2.6298,
14731,LIE,1957,,59.7,,,2.6483,
14732,LIE,1958,,58.6,,,2.671,
14733,LIE,1959,,63.1,,,2.6721,
14734,LIE,1960,,64.1,,,2.6796,
14735,LIE,1961,,63.5,,,2.708,
14736,LIE,1962,,59.7,,,2.7511,
14737,LIE,1963,,60.8,,,2.8098,
14738,LIE,1964,,61.8,,,2.8885,
14739,LIE,1965,,61.8,,,2.9592,
14740,LIE,1966,,63.7,,,2.7999,
14741,LIE,1967,,66.0,,,2.471,
14742,LIE,1968,,62.3,,,2.1812,
14743,LIE,1969,,64.4,,,2.1048,
14744,LIE,1970,,65.2,,37541432.0,2.0592,
14745,LIE,1971,,61.3,,43101312.0,2.0052,
14746,LIE,1972,,68.1,,50024840.0,1.9574,
14747,LIE,1973,,64.2,,67727352.0,1.9275,
14748,LIE,1974,,70.0,,82976312.0,1.8929,
14749,LIE,1975,,66.2,,111377960.0,1.8659,
14750,LIE,1976,,67.0,,151643040.0,1.8746,
14751,LIE,1977,,71.6,,173984112.0,1.8729,
14752,LIE,1978,,70.3,,227851824.0,1.839,
14753,LIE,1979,,70.0,,237588784.0,1.5839,
14754,LIE,1980,,66.3,,230078416.0,1.6056,
14755,LIE,1981,,67.4,,254616944.0,1.6015,
14756,LIE,1982,,69.5,,298872736.0,1.53,
14757,LIE,1983,,71.4,,345711552.0,1.4761,
14758,LIE,1984,,68.8,,377873920.0,1.4666,
14759,LIE,1985,,69.5,,412278464.0,1.4606,
14760,LIE,1986,,73.4,,531675648.0,1.4338,
14761,LIE,1987,,70.2,,644266816.0,1.4579,
14762,LIE,1988,,74.3,,653105344.0,1.4576,
14763,LIE,1989,,74.5,,684503808.0,1.4629,
14764,LIE,1990,,75.9,,800561088.0,1.4695,
14765,LIE,1991,,76.5,,841541312.0,1.4731,
14766,LIE,1992,,77.2,,929402048.0,1.444,
14767,LIE,1993,,76.7,,1115541504.0,1.4129,
14768,LIE,1994,,78.6,,1272960000.0,1.4095,
14769,LIE,1995,,77.6,,1538878464.0,1.4046,
14770,LIE,1996,,76.8,,1604967168.0,1.4958,
14771,LIE,1997,,76.1,,1403939712.0,1.5541,
14772,LIE,1998,,77.8,,1497301632.0,1.5696,
14773,LIE,1999,,79.3,,1646569344.0,1.5967,
14774,LIE,2000,,77.0,,1641680384.0,1.5826,
14775,LIE,2001,,79.5,,1730941696.0,1.5275,
14776,LIE,2002,,79.9,,1793907712.0,1.4683,
14777,LIE,2003,,80.2,,1880781184.0,1.3746,
14778,LIE,2004,,82.0,,1886710144.0,1.4472,
14779,LIE,2005,,80.8,,2012618624.0,1.484,
14780,LIE,2006,,81.2,,2174002944.0,1.4321,
14781,LIE,2007,,81.5,,2299666176.0,1.4257,
14782,LIE,2008,,82.9,,2764152064.0,1.449,
14783,LIE,2009,,81.7,,2891445248.0,1.6756,
14784,LIE,2010,,82.0,,3289182976.0,1.437,
14785,LIE,2011,,81.9,,3582385664.0,1.6603,
14786,LIE,2012,,82.5,,3474018560.0,1.5151,
14787,LIE,2013,,82.4,,,1.4626,
14788,LIE,2014,,82.2,,,1.5727,
14789,LIE,2015,,82.8,,,1.4264,
14790,LIE,2016,,82.4,,,1.5889,
14791,LIE,2017,,83.9,,,1.4586,
14792,LIE,2018,,83.1,,,1.567,
14793,LIE,2019,,84.3,,,1.4851,
14794,LIE,2020,,82.8,,,1.4908,
14795,LIE,2021,,83.3,,,1.4946,
14796,LTU,1900,,41.7,,,,
14797,LTU,1925,,50.5,,,,
14798,LTU,1950,,66.1,,,2.9494,
14799,LTU,1951,,66.1,,,2.8876,
14800,LTU,1952,,66.2,,,2.7991,
14801,LTU,1953,,66.2,,,2.7261,
14802,LTU,1954,,66.2,,,2.6836,
14803,LTU,1955,,66.2,,,2.6696,
14804,LTU,1956,,66.4,,,2.6781,
14805,LTU,1957,,67.6,,,2.6991,
14806,LTU,1958,,68.6,,,2.6949,
14807,LTU,1959,,69.6,,,2.6475,
14808,LTU,1960,,70.8,,,2.6293,
14809,LTU,1961,,70.7,,,2.5943,
14810,LTU,1962,,69.5,,,2.4786,
14811,LTU,1963,,70.9,,,2.3728,
14812,LTU,1964,,72.1,,,2.3103,
14813,LTU,1965,,71.4,,,2.2635,
14814,LTU,1966,,71.6,,,2.271,
14815,LTU,1967,,71.6,,,2.2851,
14816,LTU,1968,,71.3,,,2.3156,
14817,LTU,1969,,70.9,,,2.3495,
14818,LTU,1970,,70.7,,,2.3996,3.88
14819,LTU,1971,,71.7,,,2.4117,
14820,LTU,2021,,73.7,0.105,,1.6222,
14821,LUX,1901,,47.98,,,,
14822,LUX,1902,,48.06,,,,
14823,LUX,1903,,46.91,,,,
14824,LUX,1904,,44.83,,,,
14825,LUX,1905,,46.21,,,,
14826,LUX,1906,,46.59,,,,
14827,LUX,1907,,49.0,,,,
14828,LUX,1908,,46.46,,,,
14829,LUX,1909,,47.79,,,,
14830,LUX,1910,,49.66,,,,
14831,LUX,1911,,46.38,,,,
14832,LUX,1912,,48.88,,,,
14833,LUX,1913,,50.24,,,,
14834,LUX,1914,,50.07,,,,
14835,LUX,1915,,51.47,,,,
14836,LUX,1916,,50.12,,,,
14837,LUX,1917,,48.05,,,,
14838,LUX,1918,,42.33,,,,
14839,LUX,1919,,44.68,,,,
14840,LUX,1920,,54.62,,,,
14841,LUX,1921,,56.21,,,,
14842,LUX,1922,,55.27,,,,
14843,LUX,1923,,54.68,,,,
14844,LUX,1924,,56.76,,,,
14845,LUX,1925,,54.79,,,,
14846,LUX,1926,,53.41,,,,
14847,LUX,1927,,55.86,,,,
14848,LUX,1928,,55.35,,,,
14849,LUX,1929,,52.7,,,,
14850,LUX,1930,,56.8,,,,
14851,LUX,1931,,57.59,,,,
14852,LUX,1932,,56.66,,,,
14853,LUX,1933,,58.32,,,,
14854,LUX,1934,,59.9,,,,
14855,LUX,1935,,59.1,,,,
14856,LUX,1936,,61.2,,,,
14857,LUX,1937,,61.06,,,,
14858,LUX,1938,,59.2,,,,
14859,LUX,1939,,60.35,,,,
14860,LUX,1940,,61.95,,,,
14861,LUX,1941,,59.99,,,,
14862,LUX,1942,,58.33,,,,
14863,LUX,1943,,54.32,,,,
14864,LUX,1944,,47.84,,,,
14865,LUX,1945,,49.4,,,,
14866,LUX,1946,,61.61,,,,
14867,LUX,1947,,63.06,,,,
14868,LUX,1948,,64.49,,,,
14869,LUX,1949,,64.84,,,,
14870,LUX,1950,,66.4,,90750040.0,1.9696,
14871,LUX,1951,,66.6,,120035768.0,2.0113,
14872,LUX,1952,,67.2,,130428632.0,2.1675,
14873,LUX,1953,,65.3,,121107200.0,2.1719,
14874,LUX,1954,,67.6,,123857200.0,2.229,
14875,LUX,1955,,67.4,,135964352.0,2.2119,
14876,LUX,1956,,67.1,,148178640.0,2.1563,
14877,LUX,1957,,67.0,,160928640.0,2.2083,
14878,LUX,1958,,68.4,,159571504.0,2.2179,
14879,LUX,1959,,68.5,,163714352.0,2.2563,
14880,LUX,2021,,82.6,0.044,,1.3877,
14881,MAC,1950,,59.8,,,5.6961,
14882,MAC,1951,,60.3,,,5.5965,
14883,MAC,1952,,60.6,,,5.4953,
14884,MAC,1953,,61.2,,,5.3828,
14885,MAC,1954,,61.7,,,5.2683,
14886,MAC,1955,,62.3,,,5.1341,
14887,MAC,1956,,62.9,,,5.0056,
14888,MAC,1957,,63.4,,,4.8915,
14889,MAC,1958,,64.1,,,4.8615,
14890,MAC,1959,,64.5,,,4.8269,
14891,MAC,1960,,65.0,,,4.9328,
14892,MAC,1961,,65.5,,,4.7309,
14893,MAC,1962,,65.9,,,4.5335,
14894,MAC,1963,,66.4,,,4.3929,
14895,MAC,1964,,66.8,,,4.1596,
14896,MAC,1965,,67.2,,,3.8377,
14897,MAC,1966,,67.6,,,3.4734,
14898,MAC,1967,,68.0,,,3.0861,
14899,MAC,1968,,68.4,,,2.6767,
14900,MAC,1969,,68.8,,,2.3488,
14901,MAC,1970,,69.2,,,2.0949,0.71
14902,MAC,1971,,69.6,,,1.9607,
14903,MAC,1972,,70.0,,,1.8659,
14904,MAC,1973,,70.6,,,1.7719,
14905,MAC,1974,,71.0,,,1.6851,
14906,MAC,1975,,71.4,,,1.5969,1.32
14907,MAC,1976,,71.8,,,1.542,
14908,MAC,1977,,72.3,,,1.536,
14909,MAC,1978,,72.7,,,1.5613,
14910,MAC,1979,,73.1,,,1.6638,
14911,MAC,1980,,73.5,,,1.7819,1.93
14912,MAC,1981,,73.9,,,1.8739,
14913,MAC,1982,,74.3,,584843200.0,1.9644,
14914,MAC,1983,,74.7,,670667008.0,2.0358,
14915,MAC,1984,,75.1,,889157248.0,2.0736,
14916,MAC,1985,,75.5,,952295360.0,2.1006,2.71
14917,MAC,1986,,75.9,,938754368.0,2.0408,
14918,MAC,1987,,76.3,,1093351040.0,1.9433,
14919,MAC,1988,,76.6,,1173317888.0,1.8383,
14920,MAC,1989,,77.0,,1514980352.0,1.8135,
14921,MAC,1990,,77.4,,1684000896.0,1.7404,3.3
14922,MAC,1991,,77.9,,1964664192.0,1.6376,
14923,MAC,1992,,78.3,,2610254080.0,1.5666,
14924,MAC,1993,,78.6,,3520600064.0,1.48,
14925,MAC,1994,,79.0,,3834658560.0,1.4204,
14926,MAC,1995,,79.3,,4157266432.0,1.3409,4.98
14927,MAC,1996,,80.0,,4248606464.0,1.254,
14928,MAC,1997,,80.2,,4077052928.0,1.163,
14929,MAC,1998,,80.4,,3735527168.0,1.0732,
14930,MAC,1999,,80.7,,3656993792.0,0.9912,
14931,MAC,2000,,81.0,,4032865280.0,0.9119,5.61
14932,MAC,2001,,81.2,,4731470848.0,0.84,
14933,MAC,2002,,81.3,,4885867008.0,0.8002,
14934,MAC,2003,,81.5,,5019205632.0,0.7922,
14935,MAC,2004,,81.7,,5781622272.0,0.7999,
14936,MAC,2005,,82.0,,6650732544.0,0.8335,6.9
14937,MAC,2006,,82.3,,8037988864.0,0.8735,
14938,MAC,2007,,82.5,,9166055424.0,0.9176,
14939,MAC,2008,,82.9,,11378384896.0,0.9467,
14940,MAC,2009,,83.3,,13785544704.0,0.986,
14941,MAC,2010,,83.1,,18201030656.0,1.0423,10.43
14942,MAC,2011,,83.2,,22912120832.0,1.1154,
14943,MAC,2012,,83.3,,27239155712.0,1.1838,
14944,MAC,2013,,83.7,,32973803520.0,1.1987,
14945,MAC,2014,,83.9,,33742987264.0,1.2237,
14946,MAC,2015,,84.0,,,1.1964,
14947,MAC,2016,,84.2,,,1.1746,
14948,MAC,2017,,84.6,,,1.1228,
14949,MAC,2018,,84.9,,,1.1035,
14950,MAC,2019,,85.0,,,1.077,
14951,MAC,2020,,85.2,,,1.0717,
14952,MAC,2021,,85.4,,,1.0883,
14953,MDG,1950,,39.6,,136859888.0,7.2989,
14954,MDG,1951,,39.9,,142873520.0,7.2993,
14955,MDG,1952,,40.2,,155115392.0,7.3,
14956,MDG,1953,,40.6,,161242992.0,7.3004,
14957,MDG,1954,,40.9,,171443328.0,7.3006,
14958,MDG,1955,,41.3,,157156384.0,7.3005,
14959,MDG,1956,,41.6,,183783824.0,7.3003,
14960,MDG,1957,,42.0,,,7.3,
14961,MDG,1958,,42.4,,,7.2998,
14962,MDG,1959,,42.8,,,7.2998,
14963,MDG,1960,,43.2,,240386432.0,7.3002,
14964,MDG,1961,,43.6,,249700800.0,7.3014,
14965,MDG,1962,,44.1,,264031152.0,7.3032,
14966,MDG,1963,,44.4,,271195072.0,7.3054,
14967,MDG,1964,,44.9,,286600896.0,7.3072,
14968,MDG,1965,,45.2,,297701376.0,7.3082,
14969,MDG,1966,,45.6,,321523200.0,7.3075,
14970,MDG,1967,,46.0,,346328672.0,7.3042,
14971,MDG,1968,,46.5,,429862720.0,7.2975,
14972,MDG,1969,,47.0,,440163296.0,7.2862,
14973,MDG,1970,,47.5,,463275200.0,7.2698,
14974,MDG,1971,,47.9,,492901664.0,7.2481,
14975,MDG,1972,,48.3,,537159488.0,7.2209,
14976,MDG,2021,,64.5,0.556,,3.8514,
14977,MWI,1950,,32.7,,,6.7958,
14978,MWI,1951,,32.8,,,6.8066,
14979,MWI,1952,,32.9,,,6.8276,
14980,MWI,1953,,33.1,,,6.8446,
14981,MWI,1954,,33.4,,32500048.0,6.7862,
14982,MWI,1955,,33.8,,34600048.0,6.827,
14983,MWI,1956,,34.2,,37700052.0,6.8658,
14984,MWI,1957,,34.5,,39800056.0,6.912,
14985,MWI,1958,,34.8,,42400060.0,6.9523,
14986,MWI,1959,,35.0,,44600064.0,7.0037,
14987,MWI,1960,,35.2,,47100068.0,7.0295,
14988,MWI,1961,,35.3,,49100072.0,7.0687,
14989,MWI,1962,,35.7,,51000072.0,7.0971,
14990,MWI,1963,,35.6,,55500080.0,7.1249,
14991,MWI,1964,,35.7,,69550088.0,7.0954,
14992,MWI,1965,,35.7,,81950096.0,7.1084,
14993,MWI,1966,,35.9,,93000112.0,7.1608,
14994,MWI,1967,,35.9,,97700008.0,7.2204,
14995,MWI,1968,,36.0,,102150128.0,7.2761,
14996,MWI,1969,,36.3,,110750136.0,7.2895,
14997,MWI,2021,,62.9,0.554,,3.9165,
14998,MYS,1950,,47.0,,623584576.0,6.3735,
14999,MYS,1951,,47.8,,877335040.0,6.3834,
15000,MYS,1952,,48.9,,740834752.0,6.3785,
15001,MYS,1953,,49.9,,674334592.0,6.3962,
15002,MYS,1954,,50.9,,624809536.0,6.4141,
15003,MYS,1955,,51.8,,575284480.0,6.4359,
15004,MYS,1956,,52.7,,590334464.0,6.4619,
15005,MYS,1957,,53.6,,608534464.0,6.4678,
15006,MYS,1958,,54.6,,571201088.0,6.4528,
15007,MYS,1959,,55.6,,644817856.0,6.4358,
15008,MYS,2021,,74.9,0.228,,1.803,
15009,MDV,1950,,37.4,,,6.1993,
15010,MDV,1951,,37.0,,,6.2176,
15011,MDV,1952,,37.0,,,6.2468,
15012,MDV,1953,,36.5,,,6.2807,
15013,MDV,1954,,36.8,,,6.3197,
15014,MDV,1955,,36.9,,,6.381,
15015,MDV,1956,,37.1,,,6.4458,
15016,MDV,1957,,37.4,,,6.5271,
15017,MDV,1958,,37.7,,,6.5973,
15018,MDV,1959,,38.1,,,6.6656,
15019,MDV,1960,,38.5,,,6.8043,
15020,MDV,1961,,39.0,,,6.8413,
15021,MDV,1962,,39.5,,,6.9057,
15022,MDV,1963,,40.1,,,6.943,
15023,MDV,1964,,40.7,,,6.9836,
15024,MDV,1965,,41.4,,,7.0158,
15025,MDV,1966,,42.1,,,7.0947,
15026,MDV,1967,,42.8,,,7.1802,
15027,MDV,1968,,43.6,,,7.2228,
15028,MDV,1969,,44.3,,,7.2642,
15029,MDV,2021,,79.9,0.348,,1.6916,
15030,MLI,1950,,28.2,,,6.9609,
15031,MLI,1951,,28.3,,,6.9573,
15032,MLI,1952,,28.5,,,6.951,
15033,MLI,1953,,28.8,,,6.9464,
15034,MLI,1954,,29.0,,,6.9436,
15035,MLI,1955,,29.1,,,6.9425,
15036,MLI,1956,,29.4,,,6.9433,
15037,MLI,1957,,29.5,,,6.946,
15038,MLI,1958,,29.6,,,6.9508,
15039,MLI,1959,,29.7,,,6.9904,
15040,MLI,1960,,29.8,,49250020.0,7.0045,
15041,MLI,1961,,29.8,,51892880.0,7.0044,
15042,MLI,1962,,29.9,,53642880.0,7.0191,
15043,MLI,1963,,30.2,,59000028.0,7.0306,
15044,MLI,1964,,30.4,,64428600.0,7.0477,
15045,MLI,1965,,30.6,,65857172.0,7.0817,
15046,MLI,1966,,30.9,,68214312.0,7.0988,
15047,MLI,1967,,31.2,,99757368.0,7.1289,
15048,MLI,2021,,58.9,0.613,,5.9564,
15049,MLT,1950,,61.6,,,4.2261,
15050,MLT,1951,,62.4,,,4.2099,
15051,MLT,1952,,63.7,,,4.1736,
15052,MLT,1953,,64.8,,,4.1289,
15053,MLT,1954,,63.7,,,4.0759,
15054,MLT,1955,,66.0,,,4.0143,
15055,MLT,1956,,65.4,,,4.031,
15056,MLT,1957,,65.2,,,4.1127,
15057,MLT,1958,,67.7,,,3.9916,
15058,MLT,1959,,67.1,,,3.9647,
15059,MLT,2021,,83.8,0.167,,1.1783,
15060,MHL,1950,,52.1,,,7.7365,
15061,MHL,1951,,52.2,,,7.7317,
15062,MHL,1952,,52.3,,,7.7895,
15063,MHL,1953,,52.5,,,7.8393,
15064,MHL,1954,,52.8,,,7.8842,
15065,MHL,1955,,52.8,,,7.9357,
15066,MHL,1956,,52.9,,,7.9789,
15067,MHL,1957,,52.9,,,8.0347,
15068,MHL,1958,,53.0,,,8.1109,
15069,MHL,1959,,53.2,,,8.1703,
15070,MHL,1960,,53.8,,,8.2343,
15071,MHL,1961,,54.3,,,8.2657,
15072,MHL,1962,,54.9,,,8.2851,
15073,MHL,1963,,55.5,,,8.3089,
15074,MHL,2021,,65.3,,,2.7288,
15075,MTQ,1950,,54.2,,,5.6427,
15076,MTQ,1951,,54.9,,,5.6654,
15077,MTQ,1952,,55.6,,,5.7049,
15078,MTQ,1953,,56.2,,,5.7327,
15079,MTQ,1954,,57.6,,,5.7488,
15080,MTQ,1955,,59.0,,,5.7533,
15081,MTQ,1956,,58.9,,,5.7465,
15082,MTQ,1957,,59.3,,,5.7286,
15083,MTQ,1958,,59.5,,,5.7002,
15084,MTQ,1959,,60.1,,,5.6626,
15085,MTQ,1960,,60.8,,,5.6167,
15086,MTQ,1961,,61.5,,,5.5636,
15087,MTQ,1962,,61.9,,,5.5039,
15088,MTQ,1963,,63.0,,,5.4374,
15089,MTQ,1964,,63.5,,,5.3628,
15090,MTQ,1965,,64.3,,,5.2782,
15091,MTQ,1966,,64.6,,,5.1811,
15092,MTQ,1967,,64.9,,,5.0689,
15093,MTQ,1968,,65.1,,,4.9388,
15094,MTQ,1969,,65.7,,,4.7888,
15095,MTQ,1970,,65.9,,,4.6128,
15096,MTQ,1971,,66.6,,,4.2407,
15097,MTQ,1972,,66.9,,,4.0824,
15098,MTQ,1973,,67.2,,,3.7646,
15099,MTQ,1974,,67.6,,,3.5084,
15100,MTQ,1975,,68.1,,,3.1703,
15101,MTQ,1976,,68.6,,,2.8357,
15102,MTQ,1977,,69.1,,,2.5872,
15103,MTQ,1978,,69.6,,,2.3973,
15104,MTQ,1979,,70.1,,,2.2806,
15105,MTQ,1980,,70.6,,,2.1972,
15106,MTQ,1981,,71.1,,,2.2016,
15107,MTQ,1982,,71.6,,,2.1503,
15108,MTQ,1983,,72.1,,,2.1229,
15109,MTQ,1984,,72.6,,,2.1126,
15110,MTQ,1985,,73.2,,,2.1112,
15111,MTQ,1986,,73.5,,,2.1111,
15112,MTQ,1987,,73.9,,,2.108,
15113,MTQ,1988,,74.2,,,2.0987,
15114,MTQ,1989,,74.5,,,2.1218,
15115,MTQ,1990,,75.1,,,2.109,
15116,MTQ,1991,,75.2,,,2.0897,
15117,MTQ,1992,,75.4,,,2.07,
15118,MTQ,1993,,75.7,,,2.0111,
15119,MTQ,1994,,76.0,,,1.9716,
15120,MTQ,1995,,76.3,,,1.9322,
15121,MTQ,1996,,76.6,,,1.9196,
15122,MTQ,1997,,76.8,,,1.9109,
15123,MTQ,1998,,77.1,,,1.9109,
15124,MTQ,1999,,77.4,,,1.9262,
15125,MTQ,2000,,77.7,,,1.9508,
15126,MTQ,2001,,77.8,,,1.9476,
15127,MTQ,2002,,78.4,,,1.9249,
15128,MTQ,2003,,78.9,,,1.9265,
