,Code,Year,Deaths,Fertility,GDP ,GenderInequality,LifeExpectancy,tertiary_education,Income
17794,SWE,1751,1.0,0.8410832371155665,0.0,1.0,0.3133251458397298,0.0,high_income
17795,SWE,1752,1.0,0.8410832371155665,0.0,1.0,0.2668099478047284,0.0,high_income
17796,SWE,1753,1.0,0.8410832371155665,0.0,1.0,0.3335891925084434,0.0,high_income
17797,SWE,1754,1.0,0.8410832371155665,0.0,1.0,0.2988946883635248,0.0,high_income
17798,SWE,1755,1.0,0.8410832371155665,0.0,1.0,0.2846177463923857,0.0,high_income
17799,SWE,1756,1.0,0.8410832371155665,0.0,1.0,0.2797052502302733,0.0,high_income
17800,SWE,1757,1.0,0.8410832371155665,0.0,1.0,0.24255449800429843,0.0,high_income
17801,SWE,1758,1.0,0.8410832371155665,0.0,1.0,0.2288916180534234,0.0,high_income
17802,SWE,1759,1.0,0.8410832371155665,0.0,1.0,0.3099478047282776,0.0,high_income
17803,SWE,1760,1.0,0.8410832371155665,0.0,1.0,0.3331286459932453,0.0,high_income
17804,SWE,1761,1.0,0.8410832371155665,0.0,1.0,0.30396070003070313,0.0,high_income
17805,SWE,1762,1.0,0.8410832371155665,0.0,1.0,0.22198342032545293,0.0,high_income
17806,SWE,1763,1.0,0.8410832371155665,0.0,1.0,0.19081977279705253,0.0,high_income
17807,SWE,1764,1.0,0.8410832371155665,0.0,1.0,0.28062634326066943,0.0,high_income
17808,SWE,1765,1.0,0.8410832371155665,0.0,1.0,0.275867362603623,0.0,high_income
17809,SWE,1766,1.0,0.8410832371155665,0.0,1.0,0.30825913417255146,0.0,high_income
17810,SWE,1767,1.0,0.8410832371155665,0.0,1.0,0.3101013202333436,0.0,high_income
17811,SWE,1768,1.0,0.8410832371155665,0.0,1.0,0.26143690512741796,0.0,high_income
17812,SWE,1769,1.0,0.8410832371155665,0.0,1.0,0.25621737795517346,0.0,high_income
17813,SWE,1770,1.0,0.8410832371155665,0.0,1.0,0.28615290144304584,0.0,high_income
17814,SWE,1771,1.0,0.8410832371155665,0.0,1.0,0.26727049431992633,0.0,high_income
17815,SWE,1772,1.0,0.8410832371155665,0.0,1.0,0.14921707092416336,0.0,high_income
17816,SWE,1773,1.0,0.8410832371155665,0.0,1.0,0.0,0.0,high_income
17817,SWE,1774,1.0,0.8410832371155665,0.0,1.0,0.3464844949339884,0.0,high_income
17818,SWE,1775,1.0,0.8410832371155665,0.0,1.0,0.3090267116978816,0.0,high_income
17819,SWE,1776,1.0,0.8410832371155665,0.0,1.0,0.3609149524101935,0.0,high_income
