,Code,Year,Deaths,Fertility,GDP ,GenderInequality,LifeExpectancy,tertiary_education
1367,BEL,1920,,,574371840.0,,53.59,
1368,BEL,1921,,,550942592.0,,54.67,
1369,BEL,1922,,,505290368.0,,55.1,
1370,BEL,1923,,,401836096.0,,56.69,
1371,BEL,1924,,,447434368.0,,57.44,
1372,BEL,1925,,,440629536.0,,57.09,
1373,BEL,1926,,,371179424.0,,56.89,
1374,BEL,1927,,,401377056.0,,57.11,
1375,BEL,1928,,,456363328.0,,57.44,
1376,BEL,1929,,,512671200.0,,55.01,
1377,BEL,1930,,,520307072.0,,57.1,
1378,BEL,1931,,,505752768.0,,58.41,
1379,BEL,1932,,,561289216.0,,58.5,
1380,BEL,1933,,,582411136.0,,58.68,
1381,BEL,1934,,,616402240.0,,60.33,
1382,BEL,1935,,,491326240.0,,59.93,
1383,BEL,1936,,,486697952.0,,59.94,
1384,BEL,1937,,,584746176.0,,59.98,
1385,BEL,1938,,,573631616.0,,60.12,
1386,BEL,1939,,,622889024.0,,60.01,
1387,BEL,1940,,,,,55.94,
1388,BEL,1941,,,,,58.89,
1389,BEL,1942,,,,,59.11,
1390,BEL,1943,,,,,60.32,
1391,BEL,1944,,,,,56.91,
1392,BEL,1945,,,,,58.35,
1393,BEL,1946,,,1218368128.0,,61.87,
1394,BEL,1947,,,1482361600.0,,63.41,
1395,BEL,1948,,,1874924416.0,,64.94,
1396,BEL,1949,,,1909737856.0,,65.43,
1397,BEL,1950,,2.3504,2410912000.0,,66.3,
1398,BEL,1951,,2.2939,2819622912.0,,66.7,
1399,BEL,1952,,2.3297,2872070912.0,,68.0,
1400,BEL,1953,,2.3335,2945408512.0,,68.4,
1401,BEL,1954,,2.3688,3048894720.0,,68.6,
1402,BEL,1955,,2.3828,3243332352.0,,68.5,
1403,BEL,1956,,2.403,3445138432.0,,68.8,
1404,BEL,1957,,2.4517,3678376448.0,,69.2,
1405,BEL,1958,,2.5013,3676251904.0,,69.9,
1406,BEL,1959,,2.5672,3796030464.0,,70.3,
1407,BEL,1960,,2.542,4163831296.0,,69.6,
1408,BEL,1961,,2.6303,4428625408.0,,70.5,
1409,BEL,1962,4954.0,2.598,4737150464.0,,70.2,
1410,BEL,1963,4760.0,2.6755,5092865536.0,,70.0,
1411,BEL,1964,4555.0,2.7086,5700040704.0,,70.7,
1412,BEL,1965,4344.0,2.6138,6204094464.0,,70.6,
1413,BEL,1966,4139.0,2.5174,6661389824.0,,70.6,
1414,BEL,1967,3946.0,2.4081,7239177728.0,,70.9,
1415,BEL,1968,3768.0,2.2998,8906820608.0,,70.6,
1416,BEL,1969,3592.0,2.2735,9879481344.0,,70.7,
1417,BEL,1970,3402.0,2.251,11187165184.0,,70.9,5.11
1418,BEL,1971,3197.0,2.2067,12319923200.0,,71.1,
1419,BEL,1972,2981.0,2.0864,14978038784.0,,71.4,
1420,BEL,1973,2761.0,1.9497,19591966720.0,,71.6,
1421,BEL,1974,2552.0,1.833,24096806912.0,,72.0,
1422,BEL,1975,2364.0,1.7415,29848180736.0,,72.0,7.41
1423,BEL,1976,2200.0,1.7269,39787462656.0,,72.1,
1424,BEL,1977,2061.0,1.7086,,,72.8,
1425,BEL,1978,1942.0,1.695,,,72.7,
1426,BEL,1979,1838.0,1.6923,,,73.2,
1427,BEL,1980,1745.0,1.6809,,,73.2,9.04
1428,BEL,1981,1659.0,1.6653,,,73.6,
1429,BEL,1982,1579.0,1.6191,,,73.9,
1430,BEL,1983,1505.0,1.5679,,,73.9,
1431,BEL,1984,1440.0,1.5362,,,74.4,
1432,BEL,1985,1387.0,1.5137,,,74.5,11.2
1433,BEL,1986,1344.0,1.5413,,,74.7,
1434,BEL,1987,1304.0,1.543,,,75.3,
1435,BEL,1988,1264.0,1.5664,,,75.6,
1436,BEL,1989,1228.0,1.5818,,,75.6,
1437,BEL,1990,1194.0,1.6214,,0.18,76.1,12.98
1438,BEL,1991,1159.0,1.655,,0.179,76.2,
1439,BEL,1992,1112.0,1.649,,0.175,76.4,
1440,BEL,1993,1051.0,1.6056,,0.168,76.4,
1441,BEL,1994,980.0,1.5632,,0.162,76.7,
1442,BEL,1995,905.0,1.5632,,0.159,76.8,14.51
1443,BEL,1996,833.0,1.5907,,0.16,77.2,
1444,BEL,1997,773.0,1.6039,,0.158,77.4,
1445,BEL,1998,728.0,1.5971,,0.157,77.5,
1446,BEL,1999,692.0,1.6181,,0.129,77.6,
1447,BEL,2000,663.0,1.664,,0.134,77.8,14.95
1448,BEL,2001,640.0,1.6684,,0.137,78.1,
1449,BEL,2002,620.0,1.6493,,0.131,78.2,
1450,BEL,2003,604.0,1.668,,0.109,78.3,
1451,BEL,2004,592.0,1.72,,0.105,79.0,
1452,BEL,2005,584.0,1.7598,,0.103,79.1,15.82
1453,BEL,2006,580.0,1.7997,,0.102,79.4,
1454,BEL,2007,577.0,1.8165,,0.101,79.5,
1455,BEL,2008,573.0,1.8508,,0.1,79.6,
1456,BEL,2009,567.0,1.84,,0.096,79.8,
1457,BEL,2010,560.0,1.8577,,0.092,80.0,17.69
1458,BEL,2011,552.0,1.8168,,0.09,80.4,
1459,BEL,2012,541.0,1.7968,,0.085,80.3,
1460,BEL,2013,530.0,1.7571,,0.075,80.5,
1461,BEL,2014,520.0,1.7398,,0.068,81.1,
1462,BEL,2015,514.0,1.6986,,0.063,80.9,
1463,BEL,2016,511.0,1.6835,,0.06,81.3,
1464,BEL,2017,514.0,1.6489,,0.057,81.4,
1465,BEL,2018,520.0,1.6215,,0.053,81.5,
1466,BEL,2019,525.0,1.5871,,0.048,81.8,
1467,BEL,2020,526.0,1.5652,,0.048,80.8,
1468,BEL,2021,,1.5831,,0.048,81.9,
1469,BEN,1950,,5.7511,,,35.0,
1470,BEN,1951,,5.777,,,35.2,
1471,BEN,1952,,5.8294,,,35.5,
1472,BEN,1953,,5.8829,,,35.8,
1473,BEN,1954,,5.9376,,,36.1,
1474,BEN,1955,,5.9934,,,36.4,
1475,BEN,1956,,6.0502,,,36.8,
1476,BEN,1957,,6.1079,,,37.1,
1477,BEN,1958,,6.1662,,,37.5,
1478,BEN,1959,,6.2246,50058736.0,,37.9,
1479,BEN,1960,31662.0,6.2825,80784176.0,,38.2,
1480,BEN,1961,31875.0,6.4017,84167256.0,,38.5,
1481,BEN,1962,32084.0,6.4565,84441096.0,,38.9,
1482,BEN,1963,32300.0,6.5102,90688504.0,,39.3,
1483,BEN,1964,32499.0,6.565,96363976.0,,39.8,
1484,BEN,1965,32673.0,6.606,103538856.0,,40.2,
1485,BEN,1966,32872.0,6.6378,108187640.0,,40.6,
1486,BEN,1967,33078.0,6.6495,110883880.0,,41.1,
1487,BEN,1968,33300.0,6.6832,135968080.0,,41.5,
1488,BEN,1969,33510.0,6.7116,137811888.0,,41.8,
1489,BEN,1970,33726.0,6.7427,139011664.0,,42.2,0.13
1490,BEN,1971,33947.0,6.7884,137688208.0,,42.6,
1491,BEN,1972,34135.0,6.8245,164292784.0,,43.2,
1492,BEN,1973,34307.0,6.8307,205871680.0,,43.6,
1493,BEN,1974,34459.0,6.842,237256944.0,,44.1,
1494,BEN,1975,34609.0,6.8511,305973056.0,,44.7,0.13
1495,BEN,1976,34737.0,6.857,388671168.0,,45.5,
1496,BEN,1977,34884.0,6.8535,429982528.0,,46.2,
1497,BEN,1978,35059.0,6.8433,484396512.0,,47.0,
1498,BEN,1979,35261.0,6.9113,560115776.0,,47.4,
1499,BEN,1980,35488.0,6.9899,604672832.0,,47.9,0.14
1500,BEN,1981,35742.0,7.0521,642514304.0,,48.3,
1501,BEN,1982,36007.0,7.051,725736128.0,,48.8,
1502,BEN,1983,36284.0,7.0343,722628608.0,,49.3,
1503,BEN,1984,36565.0,7.0184,790249856.0,,49.7,
1504,BEN,1985,36830.0,6.9851,814867456.0,,50.4,0.41
1505,BEN,1986,37068.0,6.9481,911484736.0,,51.1,
1506,BEN,1987,37307.0,6.8957,956082240.0,,51.7,
1507,BEN,1988,37507.0,6.8467,910853824.0,,52.3,
1508,BEN,1989,37679.0,6.7968,918161728.0,,52.7,
1509,BEN,1990,37835.0,6.7315,1103807360.0,0.694,53.3,0.52
1510,BEN,1991,37965.0,6.6672,1126340096.0,0.691,53.6,
1511,BEN,1992,38059.0,6.5955,965946560.0,0.689,54.1,
1512,BEN,1993,38134.0,6.506,1516577408.0,0.688,54.5,
1513,BEN,1994,38199.0,6.4131,1044225920.0,0.684,54.9,
1514,BEN,1995,38265.0,6.3139,1374823296.0,0.68,55.3,0.81
1515,BEN,1996,38331.0,6.2614,1513376640.0,0.677,55.6,
1516,BEN,1997,38371.0,6.2037,1385560320.0,0.673,56.0,
1517,BEN,1998,38381.0,6.0974,1482443776.0,0.672,56.2,
1518,BEN,1999,38360.0,5.9977,1662442240.0,0.677,56.5,
1519,BEN,2000,38303.0,5.8904,1698055040.0,0.673,56.6,1.01
1520,BEN,2001,38234.0,5.824,1861824128.0,0.671,56.7,
1521,BEN,2002,38148.0,5.7767,2038080000.0,0.668,56.6,
1522,BEN,2003,38070.0,5.7698,2391927552.0,0.667,56.7,
1523,BEN,2004,38005.0,5.7214,2469511936.0,0.657,56.8,
1524,BEN,2005,37952.0,5.676,2642026752.0,0.654,57.1,1.36
1525,BEN,2006,37938.0,5.6357,2794817024.0,0.65,57.5,
1526,BEN,2007,37956.0,5.5629,2983406592.0,0.629,57.7,
1527,BEN,2008,37965.0,5.4829,3879993600.0,0.626,57.9,
1528,BEN,2009,37995.0,5.4362,,0.622,58.0,
1529,BEN,2010,38007.0,5.3897,,0.619,58.4,2.01
1530,BEN,2011,37971.0,5.3659,,0.626,58.5,
1531,BEN,2012,37900.0,5.3466,,0.623,58.7,
1532,BEN,2013,37792.0,5.3447,,0.62,59.0,
1533,BEN,2014,37647.0,5.3484,,0.618,59.1,
1534,BEN,2015,37488.0,5.3193,,0.622,59.4,
1535,BEN,2016,37270.0,5.3026,,0.618,59.5,
1536,BEN,2017,37035.0,5.2693,,0.615,59.9,
1537,BEN,2018,36737.0,5.1995,,0.613,60.1,
1538,BEN,2019,36339.0,5.1299,,0.61,60.5,
1539,BEN,2020,35910.0,5.0479,,0.609,60.1,
1540,BEN,2021,,4.9731,,0.602,59.8,
1541,BES,1950,,5.6189,,,,
1542,BES,1951,,5.5746,,,,
1543,BES,1952,,5.5546,,,65.1,
1544,BES,1953,,5.509,,,64.9,
1545,BES,1954,,5.4483,,,65.6,
1546,BES,1955,,5.3552,,,66.1,
1547,BES,1956,,5.2534,,,65.6,
1548,BES,1957,,5.1319,,,66.9,
1549,BES,1958,,5.0138,,,67.5,
1550,BES,1959,,4.9112,,,67.4,
1551,BES,1960,,4.8499,,,67.6,
1552,BES,1961,,4.7667,,,67.1,
1553,BES,1962,,4.6746,,,68.2,
1554,BES,1963,,4.5711,,,70.0,
1555,BES,1964,,4.4477,,,70.0,
1556,BES,1965,,4.292,,,67.8,
1557,BES,1966,,4.0812,,,69.7,
1558,BES,1967,,3.8173,,,70.5,
1559,BES,1968,,3.592,,,70.2,
1560,BES,1969,,3.3987,,,71.6,
1561,BES,1970,,3.2601,,,73.4,
1562,BES,1971,,3.1435,,,72.9,
1563,BES,1972,,3.0585,,,73.1,
1564,BES,1973,,2.9812,,,73.5,
1565,BES,1974,,2.9253,,,73.7,
1566,BES,1975,,2.8805,,,74.0,
1567,BES,1976,,2.8306,,,74.1,
1568,BES,1977,,2.7853,,,73.6,
1569,BES,1978,,2.7266,,,73.3,
1570,BES,1979,,2.6747,,,72.9,
1571,BES,1980,,2.6357,,,72.1,
1572,BES,1981,,2.6137,,,72.3,
1573,BES,1982,,2.6005,,,73.6,
1574,BES,1983,,2.5766,,,73.9,
1575,BES,1984,,2.5354,,,73.8,
1576,BES,1985,,2.4939,,,73.7,
1577,BES,1986,,2.4534,,,73.6,
1578,BES,1987,,2.408,,,73.6,
1579,BES,1988,,2.37,,,74.2,
1580,BES,1989,,2.3346,,,73.7,
1581,BES,1990,,2.3072,,,73.5,
1582,BES,1991,,2.3001,,,73.0,
1583,BES,1992,,2.2717,,,72.6,
1584,BES,1993,,2.2539,,,74.0,
1585,BES,1994,,2.2168,,,74.4,
1586,BES,1995,,2.188,,,75.4,
1587,BES,1996,,2.1514,,,74.2,
1588,BES,1997,,2.116,,,74.9,
1589,BES,1998,,2.0761,,,74.9,
1590,BES,1999,,2.0389,,,75.4,
1591,BES,2000,,2.0075,,,75.1,
1592,BES,2001,,1.9736,,,74.8,
1593,BES,2002,,1.9414,,,75.0,
1594,BES,2003,,1.9122,,,75.1,
1595,BES,2004,,1.8807,,,75.1,
1596,BES,2005,,1.8518,,,75.2,
1597,BES,2006,,1.8228,,,74.6,
1598,BES,2007,,1.791,,,75.5,
1599,BES,2008,,1.7639,,,75.5,
1600,BES,2009,,1.7417,,,75.6,
1601,BES,2010,,1.7202,,,75.3,
1602,BES,2011,,1.7036,,,76.5,
1603,BES,2012,,1.6864,,,75.2,
1604,BES,2013,,1.6724,,,75.5,
1605,BES,2014,,1.66,,,76.6,
1606,BES,2015,,1.6545,,,77.5,
1607,BES,2016,,1.6453,,,75.5,
1608,BES,2017,,1.6449,,,77.3,
1609,BES,2018,,1.6409,,,75.6,
1610,BES,2019,,1.6438,,,76.4,
1611,BES,2020,,1.6492,,,75.9,
1612,BES,2021,,1.6581,,,75.1,
1613,BFA,1950,,5.822,,,33.1,
1614,BFA,1951,,5.8739,,,33.4,
1615,BFA,1952,,5.9264,,,33.6,
1616,BFA,1953,,5.9747,,,33.8,
1617,BFA,1954,,6.0115,59392868.0,,34.1,
1618,BFA,1955,,6.055,63678952.0,,34.5,
1619,BFA,1956,,6.0932,71267280.0,,34.7,
1620,BFA,1957,,6.1262,72487080.0,,35.0,
1621,BFA,1958,,6.1707,67558536.0,,35.3,
1622,BFA,1959,,6.2197,61633012.0,,35.6,
1623,BFA,1960,75638.0,6.2484,118015344.0,,35.9,
1624,BFA,1961,75743.0,6.2856,125088352.0,,36.2,
1625,BFA,1962,76000.0,6.3219,135559744.0,,36.7,
1626,BFA,1963,76371.0,6.3564,140728880.0,,37.0,
1627,BFA,1964,76766.0,6.419,146543504.0,,37.3,
1628,BFA,1965,77233.0,6.4714,151041776.0,,37.7,
1629,BFA,1966,77821.0,6.5267,154960704.0,,37.9,
1630,BFA,1967,78550.0,6.5851,163219344.0,,38.3,
1631,BFA,1968,79289.0,6.6452,191851280.0,,38.5,
1632,BFA,1969,80049.0,6.6636,199291280.0,,38.9,
1633,BFA,1970,80713.0,6.6854,191001936.0,,39.2,
1634,BFA,1971,81282.0,6.6976,198232400.0,,39.6,
1635,BFA,1972,81538.0,6.7191,231663856.0,,40.1,
1636,BFA,1973,81369.0,6.7698,275423008.0,,40.5,
1637,BFA,1974,80774.0,6.8419,321301856.0,,41.4,
1638,BFA,1975,79805.0,6.9126,424906176.0,,42.3,
1639,BFA,1976,78604.0,6.9522,543458240.0,,43.2,
1640,BFA,1977,77507.0,7.0464,648499520.0,,44.1,
1641,BFA,1978,76671.0,7.1478,769524224.0,,45.1,
1642,BFA,1979,76161.0,7.1942,825599296.0,,45.9,
1643,BFA,1980,75966.0,7.2224,829918528.0,,46.5,
1644,BFA,1981,76074.0,7.2556,883731904.0,,46.9,
1645,BFA,1982,76281.0,7.2527,1004329664.0,,47.6,
1646,BFA,1983,76492.0,7.2507,1055743872.0,,48.1,
1647,BFA,1984,76696.0,7.2449,1097548160.0,,48.6,
1648,BFA,1985,76761.0,7.2422,1209774080.0,,48.9,
1649,BFA,1986,76703.0,7.218,1389159936.0,,49.0,
1650,BFA,1987,76803.0,7.1676,1450166016.0,,49.1,
1651,BFA,1988,77182.0,7.1091,1470659584.0,,49.1,
1652,BFA,1989,78002.0,7.0467,1598576640.0,,49.2,
1653,BFA,1990,79272.0,7.0091,1746581248.0,,49.4,
1654,BFA,1991,80917.0,6.9729,1777617920.0,,49.5,
1655,BFA,1992,82784.0,6.9364,1276444544.0,,49.4,
1656,BFA,1993,84642.0,6.8888,1554889216.0,,49.2,
1657,BFA,1994,86381.0,6.8434,1238434304.0,,49.3,
1658,BFA,1995,87798.0,6.8144,1507824512.0,,49.4,
1659,BFA,1996,88816.0,6.7793,1657870464.0,,49.6,
1660,BFA,1997,89601.0,6.7238,1495124736.0,,49.4,
1661,BFA,1998,90340.0,6.6605,1693667584.0,,50.0,
1662,BFA,1999,90899.0,6.5857,1863235328.0,0.68,50.3,
1663,BFA,2000,91328.0,6.5191,1740033280.0,0.675,50.8,
1664,BFA,2001,91508.0,6.431,1953957248.0,0.666,51.1,
1665,BFA,2002,91373.0,6.3388,2138844800.0,0.657,51.3,
1666,BFA,2003,90747.0,6.2803,2575868160.0,0.652,51.8,
1667,BFA,2004,89625.0,6.2156,2642719744.0,0.647,52.4,
1668,BFA,2005,88011.0,6.1824,3004478976.0,0.641,53.1,
1669,BFA,2006,86003.0,6.1703,3176502272.0,0.636,53.7,
1670,BFA,2007,83749.0,6.1099,3384095232.0,0.64,54.4,
1671,BFA,2008,81438.0,6.0501,,0.628,55.3,
1672,BFA,2009,79303.0,5.9915,,0.621,56.0,
1673,BFA,2010,77389.0,5.9356,,0.617,56.5,
1674,BFA,2011,75768.0,5.8689,,0.613,57.1,
1675,BFA,2012,74177.0,5.7929,,0.608,57.6,
1676,BFA,2013,72654.0,5.6968,,0.605,57.8,
1677,BFA,2014,71255.0,5.5946,,0.601,58.4,
1678,BFA,2015,69909.0,5.4777,,0.619,58.8,
1679,BFA,2016,68633.0,5.3236,,0.613,59.3,
1680,BFA,2017,67332.0,5.1621,,0.6,59.5,
1681,BFA,2018,,5.0693,,0.598,60.0,
1682,BFA,2019,,4.971,,0.585,60.0,
1683,BFA,2020,,4.8693,,0.621,59.7,
1684,BFA,2021,,4.7718,,0.621,59.3,
1685,BGD,1876,,,,,25.5,
1686,BGD,1886,,,,,23.2,
1687,BGD,1896,,,,,22.0,
1688,BGD,1906,,,,,21.5,
1689,BGD,1926,,,,,24.9,
1690,BGD,1950,,6.2958,,,38.2,
1691,BGD,1951,,6.3359,,,38.9,
1692,BGD,1952,,6.3496,,,39.7,
1693,BGD,1953,,6.3771,,,39.9,
1694,BGD,1954,,6.441,,,41.2,
1695,BGD,1955,,6.4886,,,41.9,
1696,BGD,1956,,6.5252,,,42.4,
1697,BGD,1957,,6.572,,,43.4,
1698,BGD,1958,,6.6212,,,43.9,
1699,BGD,1959,,6.7078,,,44.6,
1700,BGD,1960,573560.0,6.7843,1526748416.0,,44.7,
1701,BGD,1961,577034.0,6.8306,1720565120.0,,45.7,
1702,BGD,1962,581370.0,6.8652,1814791168.0,,46.7,
1703,BGD,1963,586717.0,6.841,1899807360.0,,46.7,
1704,BGD,1964,593071.0,6.8374,1923591808.0,,47.7,
1705,BGD,1965,600496.0,6.8298,2109514112.0,,46.9,
1706,BGD,1966,610022.0,6.8238,2299889408.0,,48.6,
1707,BGD,1967,620493.0,6.8544,2626541312.0,,48.9,
1708,BGD,1968,631905.0,6.8497,3118204928.0,,49.1,
1709,BGD,1969,643755.0,6.8629,3529588992.0,,49.2,
1710,BGD,1970,795593.0,6.8822,3746970624.0,,42.6,0.39
1711,BGD,1971,1132254.0,6.865,3596307456.0,,26.0,
1712,BGD,1972,662132.0,6.8446,2517750784.0,,49.6,
1713,BGD,1973,676674.0,6.8186,3300766976.0,,49.8,
1714,BGD,1974,685038.0,6.7944,5352280576.0,,49.2,
1715,BGD,1975,691303.0,6.7366,8791450624.0,,50.3,0.42
1716,BGD,1976,695374.0,6.6743,5630274048.0,,50.6,
1717,BGD,1977,694824.0,6.5931,5532733440.0,,51.2,
1718,BGD,1978,691977.0,6.5162,6926508032.0,,51.3,
1719,BGD,1979,687177.0,6.4241,7349723648.0,,51.5,
1720,BGD,1980,680940.0,6.3227,7804711424.0,,51.8,0.54
1721,BGD,1981,673540.0,6.2392,10077078528.0,,52.2,
1722,BGD,1982,664377.0,6.1163,10604809216.0,,52.5,
1723,BGD,1983,653404.0,5.8912,11617129472.0,,53.0,
1724,BGD,1984,640043.0,5.7274,14224819200.0,,53.5,
1725,BGD,1985,624340.0,5.5406,17360371712.0,,53.9,1.08
1726,BGD,1986,606541.0,5.2998,14854179840.0,,54.4,
1727,BGD,1987,586610.0,5.073,14868622336.0,,54.9,
1728,BGD,1988,565569.0,4.8435,14941920256.0,,55.0,
1729,BGD,1989,543663.0,4.6765,17590605824.0,,55.1,
1730,BGD,1990,521088.0,4.4794,17795459072.0,0.73,56.0,1.44
1731,BGD,1991,497908.0,4.2404,17553356800.0,0.725,54.2,
1732,BGD,1992,474440.0,4.0255,18066890752.0,0.721,57.6,
1733,BGD,1993,450938.0,3.8517,22114009088.0,0.716,57.9,
1734,BGD,1994,427731.0,3.7738,22065356800.0,0.712,58.6,
1735,BGD,1995,404817.0,3.6051,24041205760.0,0.708,59.5,1.97
1736,BGD,1996,382437.0,3.5039,29765117952.0,0.702,59.5,
1737,BGD,1997,360619.0,3.4914,29469362176.0,0.699,61.4,
1738,BGD,1998,339673.0,3.3932,30181877760.0,0.695,63.9,
1739,BGD,1999,319382.0,3.3045,31688134656.0,0.691,66.2,
1740,BGD,2000,300051.0,3.2178,35273744384.0,0.689,65.8,1.98
1741,BGD,2001,281638.0,3.1464,37505318912.0,0.685,66.1,
1742,BGD,2002,264017.0,3.0839,36513165312.0,0.739,66.6,
1743,BGD,2003,247318.0,3.0023,36845662208.0,0.737,66.8,
1744,BGD,2004,231405.0,2.9144,35560984576.0,0.734,67.2,
1745,BGD,2005,216274.0,2.8082,38193479680.0,0.644,67.3,2.11
1746,BGD,2006,201932.0,2.7119,39032737792.0,0.637,67.2,
1747,BGD,2007,188485.0,2.6262,39787794432.0,0.634,66.7,
1748,BGD,2008,176003.0,2.5348,49844301824.0,0.665,67.1,
1749,BGD,2009,164615.0,2.4401,65782444032.0,0.611,67.4,
1750,BGD,2010,154269.0,2.3395,74606198784.0,0.607,68.6,2.28
1751,BGD,2011,144900.0,2.262,80288210944.0,0.594,68.8,
1752,BGD,2012,136388.0,2.2095,,0.589,69.6,
1753,BGD,2013,128490.0,2.1845,,0.583,69.6,
1754,BGD,2014,121148.0,2.152,,0.568,70.0,
1755,BGD,2015,114215.0,2.1142,,0.557,70.5,
1756,BGD,2016,107595.0,2.0971,,0.551,71.1,
1757,BGD,2017,101269.0,2.0427,,0.534,71.8,
1758,BGD,2018,95256.0,2.0395,,0.533,72.6,
1759,BGD,2019,89548.0,2.031,,0.531,72.8,
1760,BGD,2020,84346.0,2.0026,,0.531,72.0,
1761,BGD,2021,,1.981,,0.53,72.4,
1762,BGR,1892,,,4000921.5,,,
1763,BGR,1899,,,3476352.3,,,
1764,BGR,1905,,,4523973.5,,,
1765,BGR,1911,,,6562428.0,,,
1766,BGR,1921,,,6633399.0,,,
1767,BGR,1924,,,6761896.5,,,
1768,BGR,1925,,,7558946.5,,,
1769,BGR,1926,,,7058799.0,,,
1770,BGR,1927,,,7849449.5,,,
1771,BGR,1928,,,8297044.5,,,
1772,BGR,1929,,,8325198.5,,,
1773,BGR,1930,,,7266978.5,,,
1774,BGR,1931,,,7104754.5,,,
1775,BGR,1932,,,7997411.5,,,
1776,BGR,1933,,,8530121.0,,,
1777,BGR,1934,,,8927654.0,,,
1778,BGR,1935,,,8831169.0,,,
1779,BGR,1936,,,9657985.0,,,
1780,BGR,1937,,,12218068.0,,,
1781,BGR,1938,,,12828413.0,,,
1782,BGR,1939,,,15763626.0,,,
1783,BGR,1940,,,21374902.0,,,
1784,BGR,1941,,,34170980.0,,,
1785,BGR,1942,,,37039832.0,,,
1786,BGR,1943,,,49184036.0,,,
1787,BGR,1944,,,75901296.0,,,
1788,BGR,1948,,,102438528.0,,,
1789,BGR,1949,,,107841640.0,,,
1790,BGR,1950,,2.5214,196167952.0,,,
1791,BGR,1951,,2.4811,264085824.0,,,
1792,BGR,1952,,2.4708,452585888.0,,,
1793,BGR,1953,,2.4115,515018112.0,,,
1794,BGR,1954,,2.3642,501682368.0,,,
1795,BGR,1955,,2.3831,522428800.0,,,
1796,BGR,1956,,2.3425,508535936.0,,,
1797,BGR,1957,,2.2546,620571712.0,,66.6,
1798,BGR,1958,,2.2316,674136000.0,,68.7,
1799,BGR,1959,,2.2365,816082560.0,,66.7,
1800,BGR,1960,7637.0,2.3107,868104000.0,,69.2,
1801,BGR,1961,6654.0,2.2894,912000384.0,,70.3,
1802,BGR,1962,5946.0,2.2223,1137125376.0,,69.6,
1803,BGR,1963,5464.0,2.2099,1251321984.0,,70.4,
1804,BGR,1964,5158.0,2.1642,1367725568.0,,71.2,
1805,BGR,1965,4986.0,2.0769,1462961408.0,,71.3,
1806,BGR,1966,4883.0,2.0302,1603615104.0,,71.2,
1807,BGR,1967,4795.0,2.0324,1755305088.0,,70.4,
1808,BGR,1968,4688.0,2.265,2200618496.0,,71.2,
1809,BGR,1969,4536.0,2.2685,2404835328.0,,70.5,
1810,BGR,1970,4351.0,2.1762,2707560704.0,,71.3,4.94
1811,BGR,1971,4189.0,2.1036,2640793856.0,,70.9,
1812,BGR,1972,4099.0,2.0357,2778506496.0,,70.9,
1813,BGR,1973,4068.0,2.1506,3308948480.0,,71.3,
1814,BGR,1974,4051.0,2.2841,4190503168.0,,71.2,
1815,BGR,1975,4013.0,2.2312,4832933376.0,,71.0,6.25
1816,BGR,1976,3931.0,2.2422,6308363264.0,,71.4,
1817,BGR,1977,3790.0,2.2055,6644205056.0,,70.8,
1818,BGR,1978,3606.0,2.1549,6375899136.0,,71.2,
1819,BGR,1979,3408.0,2.144,6242752000.0,,71.2,
1820,BGR,1980,3213.0,2.0568,8622951424.0,,71.1,7.25
1821,BGR,1981,3037.0,2.0061,9980805120.0,,71.5,
1822,BGR,1982,2884.0,2.0119,11336794112.0,,71.1,
1823,BGR,1983,2742.0,2.0065,11188531200.0,,71.3,
1824,BGR,1984,2590.0,2.0059,13089831936.0,,71.4,
1825,BGR,1985,2425.0,1.9777,13685214208.0,,71.1,8.43
1826,BGR,1986,2271.0,2.0113,13822137344.0,,71.6,
1827,BGR,1987,2149.0,1.9649,17396488192.0,,71.4,
1828,BGR,1988,2064.0,1.9674,12931292160.0,,71.5,
1829,BGR,1989,2020.0,1.9035,13291064320.0,,71.5,
1830,BGR,1990,2005.0,1.8099,11672576000.0,0.368,71.4,8.11
1831,BGR,1991,1976.0,1.6448,6205155840.0,0.362,71.2,
1832,BGR,1992,1898.0,1.546,5897454080.0,0.361,71.2,
1833,BGR,1993,1787.0,1.4612,7220785152.0,0.353,71.2,
1834,BGR,1994,1679.0,1.3608,6336554496.0,0.353,70.9,
1835,BGR,1995,1588.0,1.2401,8277873152.0,0.342,71.0,9.25
1836,BGR,1996,1503.0,1.2234,6479703552.0,0.336,70.9,
1837,BGR,1997,1414.0,1.1002,6838694400.0,0.335,70.4,
1838,BGR,1998,1323.0,1.1202,8834533376.0,0.326,70.9,
1839,BGR,1999,1237.0,1.2292,8340718080.0,0.328,71.6,
1840,BGR,2000,1162.0,1.2608,8689986560.0,0.322,71.6,9.79
1841,BGR,2001,1102.0,1.2153,9819222016.0,0.255,71.9,
1842,BGR,2002,1057.0,1.2301,10915998720.0,0.247,72.2,
1843,BGR,2003,1019.0,1.2541,12907710464.0,0.242,72.4,
1844,BGR,2004,980.0,1.3231,14252361728.0,0.243,72.6,
1845,BGR,2005,937.0,1.3657,16401854464.0,0.248,72.6,11.76
1846,BGR,2006,897.0,1.4346,18644021248.0,0.244,72.7,
1847,BGR,2007,870.0,1.4889,22372661248.0,0.243,73.0,
1848,BGR,2008,849.0,1.5603,,0.247,73.4,
1849,BGR,2009,828.0,1.6353,,0.247,73.7,
1850,BGR,2010,798.0,1.5711,,0.24,73.8,13.07
